bal,brick,dist,floor,kitsp,livsp,metrdist,price,rooms,tel,totsp,walk
0,0,15.6,1,8.5,13,10,45.2,1,0,35,1
1,0,15.6,1,8.5,17,4,34,1,1,35,1
1,0,15.6,0,10,18,4,32,1,1,35,1
1,0,15.6,0,8,19,10,32,1,1,35,1
1,0,15.6,0,10,19,4,33,1,1,35,1
1,0,15.6,0,10,19,4,33,1,1,35,1
1,0,15.6,0,10,19,4,33,1,1,35,1
1,0,15.6,0,10,19,4,32,1,1,35,1
1,0,15.6,1,6.5,20,10,34,1,1,35,1
0,0,15.6,0,6.7,20,4,32,1,1,35,1
1,0,15.6,1,10,20,10,34,1,1,35,1
1,0,15.6,1,6.7,21,10,34,1,1,35,1
1,0,15.6,1,7,21,10,29,1,1,35,1
1,0,15.6,1,7.5,21,10,32,1,1,35,1
0,0,15.6,1,6,22,10,32,1,1,35,1
0,0,15.6,1,8,20,10,33,1,1,36,1
0,0,15.6,1,8,20,10,29,1,1,36,1
1,0,15.6,1,9,20,10,31,1,1,36,1
1,0,15.6,1,8,21,10,34,1,1,36,1
0,0,15.6,1,11,19,10,32.2,1,1,38,0
1,0,15.6,1,8.3,20,10,35,1,1,38,1
0,0,15.6,0,8.5,20,10,28,1,1,38,1
0,0,15.6,0,8.5,20,10,28,1,1,38,0
1,0,15.6,0,10,20,4,36,1,1,38,1
1,0,15.6,1,9,19,10,35,1,1,39,1
1,0,15.6,1,9,19,10,35,1,1,39,1
1,0,15.6,1,8.7,20,4,39,1,1,39,1
1,0,15.6,1,8.7,20,10,38,1,1,39,1
1,0,15.6,1,9,20,10,35,1,1,39,1
1,0,15.6,0,9.5,20,10,37,1,1,39,1
1,0,15.6,1,10,20,4,37,1,1,39,1
1,0,15.6,1,10,20,4,37,1,1,39,1
1,0,15.6,1,8.5,21,10,33,1,1,39,1
1,1,10.2,1,5,17,10,26,1,1,26,1
1,0,10.2,1,6,17,4,30,1,0,30,1
1,0,10.2,1,7,18,10,28,1,1,30,1
1,1,10.2,1,6,20,4,30,1,1,30,1
1,1,10.2,1,6.2,19,10,32,1,1,32,1
1,0,10.2,1,10,20,4,38,1,1,34,1
1,0,10.2,1,10,20,4,40,1,1,34,1
0,0,10.2,0,8.5,19,4,30,1,1,35,1
1,0,10.2,0,9.7,19,10,35,1,1,35,1
1,0,10.2,1,10,19,10,38.5,1,1,35,1
1,0,10.2,1,10,19,10,38.5,1,1,35,1
1,0,10.2,1,10,19,10,38.5,1,1,35,1
1,0,10.2,1,10,19,10,38.5,1,1,35,1
0,1,10.2,1,8,20,10,34.2,1,0,35,1
0,0,10.2,1,10,20,10,38.5,1,1,35,1
1,0,10.2,0,10,20,4,33,1,1,35,1
1,0,10.2,1,10,20,10,41.2,1,1,35,1
1,1,10.2,0,8.3,19,4,45.6,1,1,36,1
1,1,10.2,0,8.3,19,4,49.6,1,1,36,1
1,0,10.2,0,9.6,20,10,35,1,1,36,1
1,0,10.2,0,9.6,20,10,35,1,1,36,1
0,0,10.2,0,8.5,19,4,29,1,1,37,1
1,1,10.2,0,9,19,4,46,1,1,38,1
1,0,10.2,0,9,19,4,46,1,1,38,1
1,0,12,1,6,19,10,20,1,0,31,0
0,1,12,1,6,19,4,32.5,1,0,31,1
0,0,12,1,6,19,4,32.5,1,1,31,1
1,0,12,1,9,17,10,25,1,0,32,1
1,0,12,1,9,17,10,25,1,0,32,1
0,0,12,1,6,18,10,28,1,1,32,1
0,0,12,0,6.6,18,10,26,1,1,32,1
0,0,12,0,6.8,18,10,29,1,1,32,0
0,0,12,0,8,18,10,26,1,0,32,1
1,0,12,1,5.5,21,4,27,1,1,32,1
0,0,12,0,7,18,4,30,1,1,33,1
0,0,12,1,6.5,19,10,29,1,1,33,0
0,0,12,1,7,19,10,25.5,1,1,33,1
0,0,12,0,7,19,10,24,1,1,33,1
0,0,12,1,7.1,19,10,31,1,1,33,1
1,0,12,1,5.5,20,4,28,1,1,33,1
1,0,12,1,8.6,18,10,28,1,1,34,1
1,1,12,1,8.6,18,10,28,1,1,34,1
1,1,12,0,7.6,17,10,45.9,1,0,35,1
1,1,12,0,8,19,4,37,1,1,35,1
1,0,12,0,9,19,4,40,1,1,35,1
1,0,12,1,9.8,19,10,37,1,1,35,1
1,0,12,1,9.8,19,10,38,1,1,35,1
1,0,12,0,10,19,10,35.3,1,1,35,1
1,0,12,0,10,19,10,33,1,1,35,1
1,0,12,0,10,19,10,33,1,1,35,1
0,0,12,0,10,19,10,35,1,1,35,0
1,0,12,0,10,19,4,31,1,1,35,1
1,0,12,1,10.2,19,10,34,1,1,35,0
1,0,12,1,10.8,19,10,34,1,1,35,1
0,0,12,1,8.1,20,10,30,1,1,35,0
1,0,12,1,9,20,10,33,1,1,35,1
1,0,12,1,9.8,20,10,33,1,1,35,1
1,0,12,1,10,20,4,33,1,1,35,1
1,0,12,1,10,20,10,37,1,1,35,0
1,0,12,1,10,20,10,35.3,1,1,35,1
0,0,12,0,9,14,10,30,1,1,36,0
1,1,12,0,7.6,18,10,45.9,1,0,36,1
0,0,12,0,8,18,10,27.5,1,1,36,1
0,0,12,0,7.2,19,10,27.5,1,1,36,1
0,0,12,0,7.2,19,10,28,1,1,36,1
1,1,12,0,8.4,19,4,35,1,1,36,1
0,0,12,1,8.2,20,10,33,1,1,36,0
1,0,12,1,9.8,20,10,33,1,1,36,1
0,0,12,0,8.6,21,10,33,1,1,36,1
1,1,12,0,8,19,4,35,1,1,37,1
1,0,12,1,8.3,19,10,34,1,1,37,1
1,1,12,0,8.5,19,10,42,1,1,37,1
1,1,12,0,8.5,19,10,42,1,1,37,1
1,1,12,0,8.5,19,10,45,1,1,37,1
1,0,12,1,10.1,19,10,36,1,0,37,1
0,0,12,0,8,20,10,29,1,1,37,1
0,0,12,0,9,20,10,28,1,1,37,1
1,1,12,0,8,19,10,39,1,1,38,1
0,0,12,1,8.5,19,10,38,1,0,38,1
1,0,12,1,8.5,19,10,31,1,1,38,1
1,0,12,0,8.5,19,10,30,1,1,38,1
1,0,12,0,8.6,19,10,31,1,1,38,1
1,0,12,0,9,19,10,27,1,0,38,1
1,0,12,1,10,19,10,27,1,0,38,1
1,0,12,1,10,19,10,27,1,0,38,1
1,0,12,0,10.2,19,10,32,1,0,38,1
1,0,12,1,8,20,10,28,1,1,38,1
1,0,12,1,8,20,10,30,1,1,38,1
1,0,12,0,9.3,20,4,37,1,1,38,1
1,0,12,1,9,21,10,38,1,1,38,1
1,0,12,1,8.5,19,10,33.5,1,0,39,1
1,0,12,0,8.5,19,10,29,1,0,39,1
1,0,9,1,6,18,10,30.8,1,1,30,1
1,0,9,1,6,18,10,38,1,1,30,1
1,1,9,1,6,18,10,38,1,1,31,1
1,0,9,1,6,19,10,29,1,1,31,1
1,0,9,0,5.6,17,10,30.6,1,1,32,0
1,0,9,0,5.8,19,10,29,1,1,32,1
0,0,9,1,6.3,19,10,33,1,1,32,1
0,0,9,0,5.5,20,10,27,1,1,32,0
1,0,9,1,5.5,20,10,29.5,1,1,32,1
0,0,9,1,5.5,21,10,42,1,1,32,0
1,0,9,1,5.5,21,10,40,1,1,32,1
1,0,9,1,5.6,21,4,35,1,1,32,1
1,0,9,1,5.7,21,10,34,1,1,32,1
1,0,9,1,6.2,21,10,39,1,1,32,0
1,0,9,1,6,22,10,33,1,1,32,0
1,0,9,1,6,22,10,33,1,1,32,1
0,0,9,1,6.5,19,10,34,1,1,33,1
0,0,9,0,10,20,10,29,1,1,35,1
1,0,9,1,9,17,10,42,1,1,36,1
1,0,9,0,10,20,10,40,1,1,36,1
1,0,9,0,10,20,10,43,1,1,36,1
1,0,9,0,7.5,17,10,38,1,1,37,1
1,0,9,0,10,20,10,38,1,1,37,1
1,0,9,0,8.4,18,10,44.3,1,0,38,1
1,0,9,1,10,20,10,53.5,1,1,38,0
1,0,9,1,10,20,10,50,1,1,38,1
1,0,9,1,10,20,10,48,1,1,38,1
1,0,9,0,8.4,18,10,45,1,0,39,1
1,0,9,0,8.4,18,10,45.7,1,0,39,1
0,0,9,0,8,19,10,35,1,1,39,1
0,0,9,0,8,19,10,35,1,1,39,1
0,0,9,0,8.4,19,10,35,1,1,39,1
1,0,9,1,8.5,19,4,48,1,1,39,1
1,0,9,0,8.5,19,10,46,1,1,39,1
1,0,9,0,8.5,19,10,46,1,1,39,1
1,0,9,0,8.5,19,10,42,1,0,39,1
1,0,9,0,8.5,19,10,37,1,0,39,1
1,0,9,0,8.5,19,10,38,1,1,39,1
1,0,9,1,8.9,19,10,43,1,0,39,1
1,0,9,1,8.9,19,10,44,1,0,39,1
0,0,9,0,10,19,10,40,1,1,39,1
0,0,9,0,10,19,10,40,1,1,39,0
1,1,3,1,5.8,18,10,36,1,1,30,1
0,1,3,1,5.8,19,10,36,1,1,31,0
1,1,3,1,5.8,19,10,36,1,1,31,1
1,0,3,1,6,19,10,35,1,1,32,1
1,0,3,1,5.5,22,10,35,1,1,32,1
1,1,3,1,8,19,10,60,1,1,35,1
1,0,3,1,9.5,19,10,37,1,1,35,1
1,0,3,0,9.5,19,10,38,1,1,35,1
1,1,3,1,10,20,10,50,1,1,35,1
1,0,3,1,8,17,10,46,1,1,36,1
1,1,3,1,8,17,10,46,1,1,36,0
1,1,3,1,8,17,10,46,1,1,36,1
1,1,3,0,10,19,10,40,1,1,38,1
1,1,3,1,8,16,10,53,1,1,39,1
0,0,11.4,1,6.1,13,10,26,1,1,24,1
0,0,11.4,1,6.1,13,10,26,1,1,24,1
0,0,11.4,1,13,13,10,26,1,1,24,1
1,0,11.4,1,6,16,10,28,1,1,29,1
1,0,11.4,1,6,18,10,27,1,1,30,1
0,0,11.4,0,6,19,10,27,1,1,32,1
0,0,11.4,1,6.5,19,4,30,1,1,32,1
0,0,11.4,1,6.5,19,4,30,1,1,32,1
0,0,11.4,1,6.7,19,4,31.5,1,1,32,1
0,0,11.4,0,6,19,10,28,1,1,33,1
0,0,11.4,1,6,19,10,31,1,1,33,1
0,0,11.4,1,6.5,19,4,30,1,1,33,1
0,0,11.4,1,7,19,10,29,1,1,33,0
1,0,11.4,1,5,21,4,32,1,1,33,1
1,0,11.4,0,6.5,16,10,27,1,1,34,1
0,0,11.4,1,6,19,10,33,1,1,34,1
1,0,11.4,1,6.7,19,10,26,1,0,34,1
1,1,11.4,0,8,19,10,35,1,1,34,1
1,0,11.4,0,8,19,10,35,1,1,34,1
1,0,11.4,1,10,19,10,36,1,1,34,1
1,0,11.4,0,10,19,10,33.5,1,1,34,1
1,0,11.4,0,6.5,20,4,32,1,1,34,1
1,0,11.4,1,7,20,10,33.5,1,1,34,1
1,0,11.4,1,9,19,4,33,1,1,35,1
1,0,11.4,1,6,20,10,30,1,1,35,1
1,0,11.4,0,7.5,20,10,30,1,1,35,1
1,0,11.4,0,10,20,10,32,1,1,35,1
1,0,11.4,0,10,20,4,35,1,1,35,1
1,0,11.4,0,11,20,10,34.5,1,1,35,1
1,0,11.4,1,6,21,10,29.5,1,1,35,1
1,0,11.4,1,6,21,10,33,1,0,35,1
1,0,11.4,1,6,21,10,32,1,1,35,1
0,0,11.4,1,6.5,21,10,31,1,1,35,1
1,0,11.4,1,6.5,21,4,34,1,1,35,1
1,0,11.4,1,6.5,21,10,32,1,1,35,1
1,0,11.4,1,6.7,21,10,33,1,1,35,1
1,0,11.4,1,6.7,21,10,29.5,1,1,35,1
1,0,11.4,1,6.9,21,10,34,1,1,35,1
1,1,11.4,1,9,18,10,40,1,1,36,1
1,0,11.4,1,6.5,20,4,31,1,1,36,1
1,0,11.4,1,6.5,21,10,33,1,1,36,1
1,0,11.4,1,6.5,21,4,31,1,1,36,1
1,1,11.4,1,8,18,10,40,1,1,37,1
1,0,11.4,0,8.5,19,10,36,1,1,37,1
0,0,11.4,1,9,22,4,29,1,0,37,1
0,0,11.4,1,9,22,4,32.5,1,1,37,1
1,0,11.4,0,8.5,18,10,32,1,1,38,1
1,1,11.4,1,9,18,10,38,1,1,38,1
0,0,11.4,0,8.5,19,10,30,1,1,38,1
1,0,11.4,0,8.5,19,4,38,1,1,38,1
1,0,11.4,0,8.5,19,10,46,1,1,38,1
1,0,11.4,1,8.6,19,15,33,1,1,38,0
1,0,11.4,1,8.9,19,4,39,1,1,38,1
1,0,11.4,1,10,19,10,34.5,1,1,38,1
1,0,11.4,1,8.5,20,4,37,1,1,38,1
1,0,11.4,0,10,20,10,30,1,1,38,1
1,0,11.4,1,9,21,10,27,1,0,38,1
1,0,11.4,0,8.5,17,4,38,1,1,39,1
1,0,11.4,0,8,19,10,38,1,1,39,1
1,0,11.4,0,8.5,19,4,38,1,1,39,1
1,0,11.4,0,8.5,19,4,38,1,1,39,1
1,0,11.4,0,8.7,19,10,35,1,1,39,0
1,0,11.4,0,9,19,4,35,1,1,39,1
1,0,11.4,0,10,19,4,36,1,1,39,1
0,0,11.4,0,9,20,10,31.5,1,1,39,1
1,0,11.4,1,10,20,10,37,1,1,39,1
1,0,11.4,0,10.1,20,10,37,1,0,39,0
1,0,11.4,0,10.1,20,10,37,1,0,39,1
1,0,11.4,1,10.5,20,10,37.2,1,0,39,1
1,0,11.4,1,10.5,20,10,36,1,1,39,1
0,1,9.6,0,3,13,10,20,1,0,18,1
0,0,9.6,0,6,18,10,25,1,1,29,1
0,0,9.6,1,6,16,10,27,1,1,30,1
0,0,9.6,1,6,16,15,27,1,1,30,0
0,0,9.6,1,6,16,10,27,1,1,30,0
0,0,9.6,1,6.5,16,10,27,1,1,30,1
0,0,9.6,1,6.5,16,10,29,1,1,30,0
0,0,9.6,1,6.5,16,10,29,1,1,30,0
0,0,9.6,1,6.5,16,10,30,1,1,30,0
0,0,9.6,1,6.5,16,10,30,1,1,30,1
0,0,9.6,1,6.8,16,10,26,1,1,30,1
0,0,9.6,1,6.8,16,10,26,1,1,30,0
1,0,9.6,0,6,17,10,26,1,0,30,1
1,0,9.6,1,7,17,10,30,1,1,30,1
1,1,9.6,0,5.7,18,10,25,1,0,30,0
0,0,9.6,0,5.9,18,10,28,1,1,30,1
0,0,9.6,0,6,18,10,25.5,1,1,30,1
1,0,9.6,1,6,18,15,27,1,1,30,0
1,1,9.6,1,6,18,15,27,1,1,30,0
0,0,9.6,0,7.5,16,10,27,1,0,31,1
0,0,9.6,1,6.7,17,15,29.4,1,1,31,0
0,0,9.6,0,6,18,10,26,1,1,31,1
0,0,9.6,1,6.8,19,10,27,1,1,32,1
0,0,9.6,1,7,19,10,28,1,1,33,1
0,0,9.6,1,7,19,15,31.9,1,1,33,0
1,0,9.6,1,7,19,10,43,1,1,33,1
1,0,9.6,1,8.2,19,15,38,1,1,33,0
0,0,9.6,1,6.5,20,10,29,1,1,33,1
0,0,9.6,1,6.5,20,10,29,1,1,33,1
0,0,9.6,1,6.5,20,10,29,1,1,33,1
0,0,9.6,1,6,21,10,28,1,1,33,1
1,0,9.6,1,6,18,10,35,1,1,34,1
1,0,9.6,0,9.5,18,10,29,1,1,34,1
1,0,9.6,1,6,19,10,28,1,1,34,1
1,0,9.6,1,7,19,10,28,1,1,34,1
0,0,9.6,0,10,19,10,25,1,1,34,1
1,0,9.6,1,10,19,10,29,1,1,34,0
1,0,9.6,1,6.5,20,15,30,1,1,34,0
0,0,9.6,1,10,20,10,29,1,0,34,1
0,0,9.6,1,10,20,10,29,1,0,34,1
1,0,9.6,0,9.6,18,10,30,1,1,35,1
1,0,9.6,0,9,19,15,29,1,1,35,0
1,0,9.6,0,10,19,15,33,1,0,35,0
1,0,9.6,0,10,19,10,33,1,1,35,1
1,0,9.6,1,10,19,10,33,1,1,35,1
1,0,9.6,1,10,19,15,33,1,1,35,0
1,0,9.6,0,7,20,10,33,1,1,35,1
1,0,9.6,1,9.8,20,10,32,1,1,35,1
1,0,9.6,1,10,20,10,32,1,1,35,0
1,0,9.6,1,10,20,10,28,1,1,35,1
1,0,9.6,1,10,20,10,29,1,1,35,1
1,0,9.6,1,10,20,10,31.5,1,1,35,0
1,0,9.6,1,10,20,10,32,1,1,35,1
1,0,9.6,1,10,20,10,34,1,1,35,1
0,1,9.6,1,6,23,10,29,1,1,35,0
1,0,9.6,0,10.8,14,10,36,1,0,36,1
1,0,9.6,0,10.8,14,10,31,1,0,36,1
1,0,9.6,0,11,14,10,33,1,0,36,1
1,0,9.6,0,11,14,10,33,1,0,36,1
1,0,9.6,0,8.3,19,15,34,1,1,36,0
1,0,9.6,0,8.5,19,10,27.4,1,0,36,1
1,0,9.6,0,10.4,19,10,31,1,1,36,0
1,0,9.6,0,10.4,19,10,31,1,0,36,1
1,0,9.6,0,10.4,19,10,31,1,1,36,0
1,0,9.6,0,9.8,20,10,32,1,1,36,1
1,0,9.6,0,10,20,10,28,1,1,36,1
1,0,9.6,1,10,20,10,32,1,1,36,0
1,0,9.6,1,10,20,10,35,1,1,36,1
1,0,9.6,0,10,20,10,33,1,1,36,0
1,0,9.6,0,10,20,10,32,1,1,36,1
1,0,9.6,0,10,21,10,33,1,1,36,1
1,0,9.6,0,8,19,10,31,1,1,37,0
1,0,9.6,0,8.3,19,10,34,1,1,37,0
1,0,9.6,0,8.5,19,15,32,1,1,37,0
1,0,9.6,0,9,19,10,30,1,1,37,0
1,0,9.6,0,11,17,10,35.8,1,1,38,0
1,0,9.6,0,8.5,19,10,32,1,1,38,1
0,0,9.6,0,8.5,19,10,32,1,1,38,1
0,0,9.6,0,8.5,19,15,32,1,0,38,0
1,0,9.6,0,8.5,19,15,35,1,1,38,0
1,0,9.6,0,8.5,19,15,35,1,1,38,0
1,0,9.6,0,8.5,19,10,36,1,1,38,1
1,0,9.6,0,8.6,19,10,30,1,1,38,1
1,0,9.6,0,8.7,19,10,30,1,0,38,1
1,0,9.6,1,9.9,19,15,31,1,1,38,0
1,1,3.57,0,7,21,7,32,1,1,35,1
1,1,2.26,1,8,16,10,32,1,1,29,0
0,0,2.26,1,5,22,7,32.5,1,1,32,1
1,0,3.7,1,10,20,10,39,1,1,35,0
1,1,2.36,0,11,21,5,60,1,1,46,1
1,0,2.26,1,10,16,5,62,1,1,36,1
1,1,1.78,1,8,29,1,73,1,1,43,1
0,1,2.26,1,8,18,7,74,1,1,44,1
1,1,0.75,1,10,25,4,75,1,1,48,1
0,1,2.69,1,11,29,5,135,1,1,62,1
1,1,2.51,1,12,22,2,140,1,1,63,1
1,1,10,1,6,18,15,27,1,1,30,0
1,0,12.53,1,6,21,10,29.5,1,1,35,1
1,0,8.03,1,6,20,7,30,1,1,32,1
1,0,15.86,1,7,19,15,31,1,1,34,1
1,0,15.86,1,8,19,12,32,1,1,37,1
0,0,12.53,1,9,21,5,32,1,0,39,1
1,0,8.03,0,10,19,5,32,1,1,38,1
1,0,15.86,0,8,20,5,32.5,1,1,37,1
0,0,15.86,1,10,20,1,33,1,0,39,1
1,0,8.03,1,10,20,3,33,1,1,35,1
1,0,12.53,1,10,20,10,36,1,1,39,1
1,0,8.03,1,10,20,5,43,1,1,36,1
1,1,8.03,1,10,20,10,88,1,0,54,1
0,0,15.09,1,7,16,7,27,1,0,32,0
1,0,8.03,1,5,21,7,27.5,1,1,32,0
1,0,15.09,1,11,21,20,28,1,0,46,0
1,1,8.03,1,6,15,7,28.5,1,1,30,0
1,0,8.03,1,10,20,20,30,1,0,39,0
0,0,13.15,1,7,19,5,30,1,1,33,0
1,1,6.39,1,6,17,10,30,1,1,29,1
0,0,8.03,1,7,19,15,32,1,1,33,1
1,0,6.39,1,6,22,5,32,1,1,32,1
1,1,13.15,1,6,20,5,33,1,1,33,0
1,0,10.36,1,8,21,7,34,1,1,38,0
1,0,13.15,1,8,19,5,37.5,1,1,38,1
1,0,11.56,1,8,21,5,37.5,1,1,39,0
1,1,8.03,1,6,17,10,38,1,1,32,1
1,0,8.03,1,9,21,7,39,1,1,42,0
1,0,13.15,1,8,19,3,40,1,1,33,1
1,0,8.03,1,9,22,10,40,1,1,41,0
1,0,13.15,1,9,19,5,40,1,1,38,1
1,0,13.15,1,9,19,1,41,1,1,38,1
1,0,8.03,1,14,20,7,42,1,1,42,0
1,1,9.64,1,6,17,5,28,1,1,32,0
1,1,7.56,1,6,15,7,30.5,1,1,29,1
1,0,9.64,1,6,20,1,32,1,1,32,1
1,0,9.34,1,10,17,15,34,1,1,33,1
1,0,7.56,0,8,19,10,45,1,1,39,1
1,1,12.54,0,6,18,10,27,1,0,31,1
1,0,12.54,1,9,21,5,34,1,1,42,0
0,0,6.97,1,10,20,7,35,1,1,36,0
1,0,12.54,1,8,19,10,35,1,1,39,0
0,0,6.97,1,10,20,5,35,1,1,35,0
1,0,6.97,1,10,20,5,37,1,1,35,1
1,0,10.53,1,10,20,10,38.5,1,1,35,1
1,0,9.97,1,6,18,10,29,1,1,29,1
1,0,12.35,1,10,20,10,32,1,0,39,0
1,0,12.35,1,9,21,15,33.5,1,1,39,0
1,0,12.35,1,8,21,10,35,1,1,39,0
1,0,5.94,1,8,15,5,38,1,1,35,1
1,0,9.94,1,6,20,8,28,1,1,33,1
0,0,12.78,1,6,19,7,28,1,1,32,0
0,0,12.78,1,10,20,6,31,1,1,35,1
1,0,12.78,1,10,20,7,31,1,1,35,0
1,0,12.78,1,10,20,15,31,1,0,37,0
1,0,9.94,1,11,19,10,31.5,1,1,35,1
1,0,12.78,1,10,20,10,32,1,1,40,1
0,0,12.78,1,9,21,15,32.5,1,0,39,0
1,0,12.78,1,9,20,5,35,1,1,37,1
0,0,11.06,1,6,18,15,18,1,1,30,0
1,0,11.06,1,8,21,15,28,1,1,39,0
0,0,16.99,0,9,20,10,28.5,1,1,38,1
0,0,16.79,1,6,18,2,29,1,1,32,1
0,0,13.03,0,5,22,7,29,1,1,32,1
1,1,11.06,1,6,19,15,29,1,0,33,1
1,0,14.74,1,10,20,15,30,1,1,35,1
1,0,16.79,1,7,17,10,30,1,1,32,1
0,0,14.74,1,9,22,10,31.5,1,1,39,0
1,0,8.69,0,9,17,5,32,1,1,31,0
0,1,11.06,1,9,20,5,33,1,1,37,0
0,0,8.69,1,9,22,3,34,1,1,37,1
1,0,11.13,0,9,21,2,34,1,1,40,1
1,0,11.06,1,8,19,10,36,1,1,39,0
1,0,14.74,1,8,19,5,36.5,1,1,38,1
0,0,15.32,1,6,19,5,30,1,1,32,1
1,1,4.9,1,6,19,5,30.5,1,1,35,1
1,0,15.32,1,9,21,15,33,1,1,41,0
1,0,14.65,1,10,19,5,35,1,1,38,1
1,0,15.32,1,10,19,8,35,1,1,34,1
1,0,14.65,1,10,19,5,36,1,1,35,1
0,0,10.05,1,9,20,5,36,1,1,37,1
1,0,15.32,1,8,19,10,36,1,1,36,1
1,0,14.65,1,9,19,5,38,1,1,39,0
1,0,10.05,1,10,20,5,38.5,1,1,37,1
1,1,4.9,1,13,19,5,53,1,1,44,1
1,1,15.32,0,16,30,12,61.1,1,0,69,0
1,1,15.32,1,16,30,12,68.2,1,0,69,0
0,1,7.9,0,6,18,10,29,1,1,30,0
1,0,17.13,1,9,21,15,29,1,0,41,0
1,0,12.03,1,6,19,10,29,1,1,30,0
0,0,9.1,1,6,21,10,30,1,0,32,1
0,0,12.03,1,6,16,10,31,1,1,30,1
0,0,12.03,1,7,19,12,33,1,1,33,1
0,0,10.11,0,8,19,10,35,1,1,39,1
1,0,12.03,1,10,20,10,36,1,1,35,1
0,1,3.81,1,6,19,10,36,1,1,35,1
1,0,14.81,1,8,18,5,37,1,1,33,1
1,0,14.81,1,8,18,3,37,1,1,33,1
1,0,7.9,1,8,19,15,41,1,1,38,1
1,0,12.03,1,9,21,12,42,1,1,41,1
1,1,5.73,1,6,22,3,42,1,1,32,1
1,NA,12.03,1,8,19,10,45.1,1,0,38,NA
0,NA,13.27,1,7,19,15,26,1,0,33,NA
0,NA,11.28,1,10,20,20,31,1,1,36,NA
1,NA,13.27,1,10,20,15,32,1,1,40,NA
0,NA,13.27,1,8,20,10,33,1,1,39,NA
1,NA,13.27,1,10,19,10,33.5,1,1,35,NA
1,NA,13.27,1,8,19,20,34,1,1,39,NA
0,NA,13.27,1,7,19,7,34,1,1,33,NA
1,NA,8.68,1,6,21,15,35,1,1,32,NA
1,NA,8.68,1,8,18,10,46,1,1,34,NA
1,NA,13.27,1,10,20,2,48,1,1,42,NA
1,NA,13.27,1,10,20,5,65,1,0,40,NA
0,NA,8.73,0,6,20,7,28,1,1,32,NA
0,NA,11.32,0,7,17,10,28,1,1,30,NA
1,NA,11.32,1,5,16,10,29,1,1,28,NA
0,NA,11.32,1,6,18,10,32,1,1,30,NA
0,NA,12.83,1,6,22,3,35,1,1,32,NA
1,NA,12.83,0,10,20,7,37,1,1,35,NA
0,NA,5.65,0,5,18,7,38,1,1,30,NA
1,NA,12.83,1,10,19,12,39.5,1,1,38,NA
0,NA,13.12,0,8,19,1,39.5,1,1,36,NA
1,NA,12.83,0,8,19,10,41.6,1,1,39,NA
0,NA,13.12,0,9,17,7,42,1,1,36,NA
1,NA,9.78,1,8,19,7,43,1,1,38,NA
1,NA,13.12,1,8,19,5,44,1,1,39,NA
0,NA,5.65,1,7,15,7,44,1,1,29,NA
0,NA,4.09,0,6,18,10,29,1,1,30,NA
1,NA,14.2,1,9,19,10,32,1,1,39,NA
0,NA,11.77,0,8,19,7,33,1,1,37,NA
1,NA,14.2,1,9,19,15,34,1,1,39,NA
1,NA,15.85,1,10,20,4,35,1,1,35,NA
1,NA,14.2,1,9,25,15,36,1,1,41,NA
1,NA,11.77,1,8,19,10,40,1,1,36,NA
1,NA,9.46,1,8,19,5,42,1,1,36,NA
0,NA,14.62,1,3,12,15,19,1,0,18,NA
0,NA,10.67,1,5,18,7,23,1,1,26,NA
1,NA,14.62,0,6,16,10,23,1,1,28,NA
0,NA,14.62,1,3,15,5,23,1,1,21,NA
0,NA,14.62,1,6,18,15,24,1,0,32,NA
0,NA,14.62,0,6,18,15,26.5,1,1,33,NA
1,NA,10.67,1,5,17,10,28,1,1,33,NA
0,NA,10.67,0,8,18,8,28.5,1,1,33,NA
0,NA,9,0,5,15,5,28.5,1,0,28,NA
0,NA,10.67,1,6,18,5,29,1,1,32,NA
0,NA,14.62,0,6,17,5,29,1,1,29,NA
1,NA,10.67,0,6,18,10,30,1,1,30,NA
1,NA,14.62,1,10,21,15,34,1,1,42,NA
1,NA,5.88,1,7,17,5,37,1,1,29,NA
1,NA,13.05,1,9,19,7,38.5,1,1,39,NA
1,NA,14.62,1,10,15,15,40,1,1,35,NA
0,NA,9,1,9,22,5,40,1,1,37,NA
1,NA,7.94,1,10,20,7,41,1,1,35,NA
0,NA,5.88,0,6,18,10,41,1,1,30,NA
0,NA,14.62,1,11,17,15,43,1,1,38,NA
1,NA,14.62,1,9,20,2,55,1,1,40,NA
1,1,7.95,1,6.5,28,15,28,2,1,44,0
0,0,7.95,0,5.5,26,15,29.5,2,1,41,1
0,0,2.65,0,5.6,28,5,30,2,1,44,0
1,0,6.89,0,6.5,29,13,31,2,1,45,1
0,1,7.95,0,7,24.8,15,31,2,1,38,1
0,0,3.71,0,5.5,28,7,31.5,2,1,42,0
1,0,5.3,1,7,24,10,32,2,0,37,0
0,0,7.95,1,7,28,15,32,2,1,45,0
1,0,7.95,1,6,32,15,32,2,1,45,0
1,0,2.65,1,7.5,23,5,32.5,2,1,37.5,1
0,0,5.3,0,6.1,29.4,10,32.5,2,1,44.3,1
1,1,3.71,1,6,28,7,33,2,1,43,0
1,1,1.59,0,6,29.2,3,33,2,1,45.4,1
1,0,3.71,0,7.7,23,7,33,2,1,37.6,1
1,0,4.24,1,7,24,8,33,2,1,39,0
0,0,2.65,0,6,23,5,34,2,1,38,0
1,0,2.65,1,6,26,5,34,2,1,43,0
1,0,3.71,1,6.5,24,7,34,2,1,38,1
1,0,7.95,1,6.5,23,15,34,2,1,37.5,0
